Newspaper Name,Accident date,Header,News title,Deaths,Injured
Dhaka Tribune,Sep 17 2016,17 killed in road accidents in 3 districts,17 killed in road accidents in 3...,17,0
Dhaka Tribune,Sep 16 2016,"5 killed, 21 injured in Tangail road accident","5 killed, 21 injured in Tangail road...",5,21
Dhaka Tribune,Sep 16 2016,Child among 4 killed in Dinajpur bus accident,Child among 4 killed in Dinajpur bus...,4,0
Dhaka Tribune,Sep 14 2016,Elderly couple killed in Dhaka road accident,Elderly couple killed in Dhaka road...,2,0
Dhaka Tribune,Sep 14 2016,Four home goers killed in Rangpur accident,Four home goers killed in Rangpur...,4,0
Dhaka Tribune,Sep 12 2016,Seven killed in road accidents,Seven killed in road accidents,7,0
Dhaka Tribune,Sep 12 2016,Two dead after truck overturns in Tangail,Two dead after truck overturns in...,2,0
Dhaka Tribune,Sep 11 2016,16 killed in road accident in five districts,16 killed in road accident in five...,16,0
Dhaka Tribune,Sep 11 2016,Road crashes kill 4 in Gazipur,Road crashes kill 4 in Gazipur,4,0
Dhaka Tribune,Sep 10 2016,Road accidents take lives of six,Road accidents take lives of six,6,0
Dhaka Tribune,Sep 9 2016,Seven die in separate road accidents,Seven die in separate road...,7,0
Dhaka Tribune,Sep 7 2016,Two killed in Sirajganj road accident,Two killed in Sirajganj road...,2,0
Dhaka Tribune,Sep 6 2016,"One dead, 35 injured in Tangail accident","One dead, 35 injured in Tangail...",1,35
Dhaka Tribune,Sep 2 2016,JU Chhatra Dal leader killed in road accident,JU Chhatra Dal leader killed in road...,1,0
Dhaka Tribune,Aug 26 2016,2 killed in Tangail road accident,2 killed in Tangail road accident,2,0
Dhaka Tribune,Aug 19 2016,Tarikat Federation leader killed in road crash,Tarikat Federation leader killed in...,1,0
Dhaka Tribune,Aug 17 2016,6 killed in Pabna road accident,6 killed in Pabna road accident,6,0
Dhaka Tribune,Aug 15 2016,Road accident kills 1 in Natore,Road accident kills 1 in Natore,1,0
Dhaka Tribune,Aug 12 2016,Traffic constable dies after truck runs him over,Traffic constable dies after truck runs...,1,0
Dhaka Tribune,Aug 4 2016,Traffic constable crushed under truck in Ctg,Traffic constable crushed under truck...,1,0
Dhaka Tribune,Aug 4 2016,Two motorcyclists killed in Manikganj road accident,Two motorcyclists killed in Manikganj...,2,0
Dhaka Tribune,Jul 16 2016,Four die in Manikganj road accident,Four die in Manikganj road,4,0
Dhaka Tribune,Jul 15 2016,BNP leader hurt in Dinajpur road crash,BNP leader hurt in Dinajpur road...,0,1
Dhaka Tribune,Jun 25 2016,Foreigners among 25 injured in Ctg road accident,Foreigners among 25 injured in Ctg road...,0,25
Dhaka Tribune,Jun 24 2016,3 killed in Gazipur road accident,3 killed in Gazipur road accident,3,0
