links,Year,date,titles,News,Location_appox,location,Latitude,Longitude
https://www.observerbd.com/news.php?id=316855,2021,12-Jun,Motorcyclist killed in Barishal road accident,"Motorcyclist killed in Barishal road accidentA motorcyclist was killed in a road a  accident at Gournadi upazila in Barishal district on Saturday afternoon.The deceased was identified as Delwar Hossain, 35, son Of  Wazed Ali of south Palashpur of Barishal city.Mahbubul Islam, sergeant of Gaurnadi Highway Police Station, said a truck rammed into the motorcycle from behind near Ashokati Filling Station on the Barishal-Dhaka road, leaving him dead on the spot.Police, however, seized the truck and arrested its driver Shohag.IHN/ALM ","Barishal, Bangladesh","বরিশাল জেলা, বরিশাল বিভাগ, বাংলাদেশ",22.7562851,90.41098391553726
https://www.observerbd.com/news.php?id=316805,2021,12-Jun,Two killed in Manikganj road accident,"Two killed in Manikganj road accident Two people were killed in a road accident on the Dhaka-Aricha highway at Muljan area in Manikganj on Saturday.Details of the deceased could not be known immediately.Golra Highway Police Station OC Monirul Islam said an ambulance hit a motorcycle in the area at 8.45am, leaving two of its passengers dead on the spot.AL/GY ","Manikganj, Bangladesh","মানিকগঞ্জ জেলা, ঢাকা বিভাগ, বাংলাদেশ",23.871163,89.9987833
https://www.observerbd.com/news.php?id=316671,2021,11-Jun,Man killed in Dhamrai road accident; 4 injured,"Man killed in Dhamrai road accident; 4 injuredA farmer was killed and four others were injured as a truck hit a van at Dhamrai upazila in Dhaka district on Friday morning.Deceased Abdul Salam, 45, was a resident of Chauna area in Nannar union under the upazila.Van puller Naimuddin said a soil-laden truck coming from behind hit his van on the Shreerampur-Suapur regional road around 8 am and ran over Abdul Salam, leaving him dead on the spot and four others injured.The injured were given first aid, reports our correspondent.Contacted, Dhamrai Police Station duty officer sub-inspector (SI) Nazrul Islam said legal action would be taken after receiving complaints.OF/ALM ","Dhamrai, Bangladesh","ধামরাই উপজেলা, ঢাকা জেলা, ঢাকা বিভাগ, 1350, বাংলাদেশ",23.920162,90.2108702
https://www.observerbd.com/news.php?id=316243,2021,08-Jun,"Man killed; wife, son injured in Dinajpur road accident ","Man killed; wife, son injured in Dinajpur road accident A man was killed and his wife and daughter were injured when a microbus hit a motorcycle in Biral upazila of Dinajpur district on Tuesday afternoon.Deceased Sumanta Kumer Das, 43, was a resident of Chaulipatti Mahalla area in Sadar upazila of the district.Biral Police Station officer in-charge Md Fakhrul Islam said a microbus hit a motorcycle, carrying Sumanta and his wife Shila Das, and daughter Souradipta Das, in Giridharpur Shimultala area, leaving him dead on the spot and the duo injured.The injured were rescued and admitted to Dinajpur M Abdur Rahim Medical College Hospital, he added.AR/MUS ","Dinajpur, Bangladesh","দিনাজপুর, দিনাজপুর জেলা, 5216, বাংলাদেশ",25.6260712,88.6346228
https://www.observerbd.com/news.php?id=316197,2021,08-Jun,Biker killed in Ashulia road accident,"Biker killed in Ashulia road accidentA motorcyclist was killed as track ran over his vehicle at Ashulia in Savar, on the outskirts of Dhaka, on Monday night.Deceased Abdul Qader Jilani, 42, was a resident of Dendabar Pallibidyut area in Ashulia.Police said the truck rammed into the motorcycle from behind in front of Baipile Jame Mosjid on the Nabinagar-Chandra highway around 11:45 pm, leaving Qader critically injured.He was first rushed to a local clinic and later shifted to Gonoshasthaya Samaj Vittik Hospital where the on-duty doctor declared him dead.Savar Highway Police Station sergeant Sajeeb said the body was recovered.Police seized the truck but its driver managed to flee the scene.AI/ALM ","Ashulia, Bangladesh","আশুলিয়া, সাভার, সাভার উপজেলা, ঢাকা জেলা, ঢাকা বিভাগ, 1341, বাংলাদেশ",23.9005799,90.3255674
https://www.observerbd.com/news.php?id=315951,2021,07-Jun,Day-labourer killed in Bogura road accident,"BOGURA, June 6: A day-labourer was killed in a road accident in Shajahanpur Upazila of the district on Saturday morning. The deceased was identified as Yunus Ali, 45, son of Bellal Munshi, a resident of Kundais Village under Amrul Union in the upazila. Police and local sources said a microbus hit Yunus Ali in Ariabazar area on the Dhaka-Bogura Highway in the morning while he was crossing the road, which left him dead on the spot. Being informed, police recovered the body and handed it over to the deceased's family members after completion of formalities. Highway Police Camp In-Charge Baniul Anam confirmed the incident. ","Bogra, Bangladesh","বগুড়া, বগুড়া জেলা, রাজশাহী বিভাগ, 5800, বাংলাদেশ",24.8500662,89.3728431
https://www.observerbd.com/news.php?id=315731,2021,05-Jun,2 killed in Naogaon road accident,"2 killed in Naogaon road accident Two people were killed in a road accident at Manda upazila in Naogaon district on Friday night. The deceased were identified as Apel, son of Aser Ali, and Poncha Mia, son of Nasir Uddin, residents of Badalghata village under the upazila. Manda Police Station officer in-charge Shahinur Rahman said an unidentified vehicle hit the motorcycle at Bijoypur area, leaving the bike riders dead on the spot.Being informed, police recovered the bodies and sent those to Naogaon Sadar Hospital morgue, he added.MUS                         	    ","Manda, Bangladesh","Mugda-Manda Khalpar Road, টিটিপাড়া, কমলাপুর, ঢাকা, ঢাকা জেলা, ঢাকা বিভাগ, 1230, বাংলাদেশ",23.734213,90.4368779
https://www.observerbd.com/news.php?id=315259,2021,02-Jun,"Man killed, brother injured in Kurigram road accident","Man killed, brother injured in Kurigram road accidentA motorcyclist was killed as pickup van rammed into his vehicle at Bhurungamari upazila in Kurigram district on Tuesday night.Deceased Atikur Rahman Biplob, 50, was a resident of Panchmatha village in the upazila. He was the supervisor of Bangladesh Rural Development Board (BRDB) in the upazila.Witnesses said a pickup van coming from opposite direction rammed into the motorcycle carrying Atikur and his younger brother Mehedi Hasan in Sonahat Dada Mor area around 10 pm, leaving the duo critically injured.Atikur died on the way to Rangpur Medical College Hospital and Mehedi was admitted at the hospital.Kachakata Police Station officer in-charge (OC) Mahabub Alam confirmed the matter. AH/ALM ","Bhurungamari, Bangladesh","ভূরুঙ্গামারী, বাংলাদেশ",26.1104617,89.6638474
https://www.observerbd.com/news.php?id=315118,2021,01-Jun,Youth killed in motorcycle accident,"Youth killed in motorcycle accidentA youth was killed in a motorcycle accident at Sadar upazila in Noakhali district on Monday night.Deceased Md Roky, 21, was the son of Jayedul Haq, a resident of Masimpur village in Ashwadia union under the upazila. Locals said  a motorcycle carrying Rakib and his friend fell on the Sonapur-Maijdee road at night after its driver lost control over it, leaving them injured.The injured were rushed to hospital where the on-duty doctor declared Roky dead.Sudharam Model Police Station inspector (investigation) Imdadul Haq confirmed the matter.MR/ALM ","Noakhali, Bangladesh","নোয়াখালী জেলা, চট্টগ্রাম বিভাগ, বাংলাদেশ",22.5313205,91.1775744276286
https://www.observerbd.com/news.php?id=314411,2021,27-May,BADC project director killed in road accident,"BADC project director killed in road accidentBangladesh Agriculrural Development Corporation (BADC) project director Sajjad Hossain was killed in a road accident in Sirajganj district on Thursday.Shahjadpur Fire Service station master Monjurul Alam said a car carrying Sajjad Hossain and assistant engineer ABM Mahmud Hasan Khan, was heading to Dhaka from Pabna in the morning.The car hit hard a roadside ditch as one of its wheels deflated in Shahjadpur area around 7:15am, leaving the two officials and driver injured.They were taken to Shahjadpur Upazila Health Complex where Sajjad died. Injured engineer and car driver were shifted to Enayetpur Khwaza Yunus Ali Medical College Hospital for better treatment.AB/LY	    ","Shahjadpur, Bangladesh","Shahjadpur Gov. Primary Model School, Road 106, গুলশান, ঢাকা, Chanpara Bazar, ঢাকা জেলা, ঢাকা বিভাগ, 1230, বাংলাদেশ",23.7942813,90.42366379688129
https://www.observerbd.com/news.php?id=314229,2021,26-May,Motorcyclist killed in city road accident,"Motorcyclist killed in city road accidentA man was killed in a motorcycle accident at Pshchim Rampura under the Hatirjheel Police Station area in the capital on Wednesday morning.The deceased was identified as Anwar Hossain, 35, hailed from Chattogram district.The accident took place in front of Hazipara Patrol Pump around 7:30 am.Pedestrians rushed him to Dhaka Medical College Hospital (DMCH) where the on-duty doctor declared him dead.DMCH police camp in-charge Md Bachchu Mia said the body was sent to the hospital morgue.Hatirjheel police were informed regarding the matter.MRR/ALM  ","Dhaka, Bangladesh","ঢাকা, Chanpara Bazar, ঢাকা জেলা, ঢাকা বিভাগ, 1230, বাংলাদেশ",23.810651,90.4126466
https://www.observerbd.com/news.php?id=313207,2021,19-May,Biker killed in Sirajganj accident,"A microbus rammed into a motorcycle in Kamarkhand of Sirajganj on Wednesday, leaving a biker killed and his brother injured.The deceased was identified as Babul Sheikh,35, son of Shah Jamal of Raghunathpur village in Sadar upazila.Banagabandhu bridge (west zone) Police Station OC Mosaddeque Hossain said the accident took place in the morning when the two siblings by a motorcycle was crossing Konabari road, leaving them injured.They were admitted to Bangamata Sheikh Fazilatunnessa Mujib General Hospital where babul died.Police seized the microbus. But, its driver managed to flee.AB/LY	    ","Raghunathpur, Bangladesh","সয়না রঘুনাথপুর ইউনিয়ন, কাউখালী উপজেলা, পিরোজপুর জেলা, বরিশাল বিভাগ, বাংলাদেশ",22.6358124,90.03880417517713
https://www.observerbd.com/news.php?id=313177,2021,19-May,Feni road accident kills 4,"Feni road accident kills 4Four people were killed when a pick-up van rammed into an auto-rickshaw in Chhagalnaiya upazila of Feni on Wednesday.Three of the dead were identified as Nurul Islam,56, from Tangail; and Arifur Rahman,26, and Hazera Begum from Chattogram.Chhagalnaiya police OC Shahidul Islam said the accident took place in Bariapool area under Shuvopur union around 12 noon.AT/LY ","Chattogram, Bangladesh","চট্টগ্রাম, চট্টগ্রাম জেলা, চট্টগ্রাম বিভাগ, 4000, বাংলাদেশ",22.3364709,91.8260479
https://www.observerbd.com/news.php?id=313011,2021,18-May,3 Narail friends killed in road accident buried side by side,"Three friends killed on Mawa-Narail highway road accidentThree friends, who were killed in a road accident on Narail-Mawa-Dhaka highway, were buried side by side at Narail Municipal Cemetery.Their namaj-e-janaja were held at the Narail Government High School ground at 10am on Tuesday.People of different classes and professions including Narail-2 MP Mashrafe Bin Mortaza were present during namaj-e-janaja. The deceased are Rauful Gazi, 17, son of Aminur Rahman of Narail municipality, Turja Jamaddar, 17, son of Nazrul Jamaddar, of Lohaghara upazila, and Sun, 17, son of Abdul Manna of Narail district town.They were killed after a microbus coming from opposite direction rammed into their motorcyle in Joy Bangla are on the highway when they were returning home after seeing Padma Bridge in Mawa.DSB/ALMThree friends killed on Mawa-Narail highway road accident ","Narail, Bangladesh","Narail, ময়মনসিংহ জেলা, ময়মনসিংহ বিভাগ, বাংলাদেশ",25.0748842,90.391651
https://www.observerbd.com/news.php?id=313000,2021,18-May,Three friends killed on Mawa-Narail highway road accident,"Three friends killed on Mawa-Narail highway road accidentThree friends have reportedly been killed in a road accident when they were returning home after seeing Padma Bridge in Mawa.The deceased were identified as Rauful Gazi, 17, son of Aminur Rahman of Narail municipality, Turja Jamaddar, 17, son of Nazrul Jamaddar, of Lohaghara upazila, and Sun, 17, son of Abdul Manna of Narail district town.The accident took place in Joy Bangla area of the highway on Monday evening when a microbus coming from opposite direction rammed into their motorcycle, leaving two dead on the spot and Sun injured.Injured Sun died on the way to Gopalganj Sadar Hospital. Superintendent of Narail Police Prabir Kumar Rai confirmed the matter.DSB/ALM ","Narail, Bangladesh","Narail, ময়মনসিংহ জেলা, ময়মনসিংহ বিভাগ, বাংলাদেশ",25.0748842,90.391651
https://www.observerbd.com/news.php?id=312854,2021,17-May,Road accident on Dhaka-Ctg highway kills two bikers,"Road accident on Dhaka-Ctg highway kills two bikersTwo riders of a motorcycle were killed on the Dhaka-Chattogram highway at Siddhirganj in Narayanganj district on Monday.The deceased were identified as Foysal Ahmed Sujan, 28, and his cousin Foysal Arafat, 30, residents of Chandina upazila in Cumilla district. Sujan was the lecturer of Daffodil International University in the capital and Arafat was territory sales executive (Bakery) of Bashundhara Group.It was learned that a covered van rammed into motorcycle in Kanchpur Bridge area around 8 am, leaving them dead.Siddhirganj Police Station officer in-charge (OC) Mashiur Rahman said the driver and helper of the van fled the scene after the accident.The bodies were sent to Narayanganj General Hospital morgue.Filing of a case is underway in this connection.MAS/ALM  ","Narayanganj, Bangladesh","নারায়ণগঞ্জ, নারায়নগঞ্জ জেলা, ঢাকা বিভাগ, 1400, বাংলাদেশ",23.6238108,90.4999662
https://www.observerbd.com/news.php?id=312674,2021,15-May,2 youths killed in Dhamrai road accident,"2 youths killed in Dhamrai road accident Two young men were killed in a road accident at Dhamrai upazila in Dhaka on Saturday noon. The deceased were identified as Sabbir Hossain Siam, 13, son of Ruhul Amin, a resident of Nilphamari district, and Bayezid, 15, son of Ayub Ali of Dhamrai. Witnesses said a motorcycle hit hard a pile of bricks as its driver lost control over it in Baishkanda area, leaving the bike driver Siam dead on the spot and pillion riders Bayezid and Imran critically injured.The injured were rushed to Enam Medical College Hospital in Savar where Bayezid, later, died. Dhamrai Police Station sub-inspector Anwar Hossain confirmed the matter. OF/MUS  ","Dhamrai, Bangladesh","ধামরাই উপজেলা, ঢাকা জেলা, ঢাকা বিভাগ, 1350, বাংলাদেশ",23.920162,90.2108702
https://www.observerbd.com/news.php?id=312668,2021,15-May,Benapole port security guard killed in road accident,"Benapole port security guard killed in road accidentA security at Benapole land port in Jashore was killed in a road accident on Friday night. Deceased Fajlur Rahman, 65, was a resident of Shakaripota village under Benapole Port Police Station.Witnesses said a speedy jeep ran over Fajlur at Benapole Bazar at about 11:00pm while he was going to his workplace. He died on the spot. Police, however, seized the vehicle and detained its driver Bakul, 45, of Gazipur village under Benapole municipality. Benapole Port Police Station sub-inspector Masnun confirmed the matter. SK/MUS   ","Benapole, Bangladesh","বেনাপোল, যশোর জেলা, খুলনা বিভাগ, 7431, বাংলাদেশ",23.0446124,88.9040591
https://www.observerbd.com/news.php?id=312557,2021,12-May,RAB member among two killed in Gazipur road accident,"RAB member among two killed in Gazipur road accidentTwo people, including a member of RAB-4, were killed when a microbus hit a RAB vehicle on the Dhaka-Mymensingh highway in Gazipur on Wednesday.The deceased were identified as Mohammad Khairul Islam, a member of RAB-4 and motor mechanic Liton Miah.RAB SI Md Rakib said a microbus of RAB-4 went to Bhabanipur area of Gazipur Sadar upazila and suddenly it stopped running due to mechanical fault on the way from Dhaka to Sreepur.Later, local mechanics Rifat and Liton were called to repair it.At one stage, another speeding microbus hit the RAB-4 van from behind, leaving four RAB members and two mechanics seriously injured. Later, they were taken to Al Hera Medical Center at Mauna Chowrastar in Sreepur Upazila for treatment where a doctor declared Khairul Islam dead.Three injured RAB-4 members senior warrant officer Md. Shariful Islam, soldier Atiq, Corporal Pradeep Kumar and motor mechanic Rifat, 20, were airlifted to Dhaka CMH from Sreepur Hospital in Gazipur in a special helicopter, said Maona Highway police camp in-charge Kamar Hossain.GY ","Gazipur, Bangladesh","গাজীপুর, গাজীপুর জেলা, ঢাকা বিভাগ, 1701, বাংলাদেশ",23.9980797,90.4229848
https://www.observerbd.com/news.php?id=312544,2021,12-May,Rab member among 2 killed in Gazipur road accident,"Rab member among 2 killed in Gazipur road accidentTwo people, including a Rab member, were killed and three others injured as a microbus hit a stranded vehicle at Bhabanipur area in Sadar upazila of Gazipur district on Wednesday morning.The deceased were identified as sergeant Khairul Islam of Rab-4 and Liton Mia, son of Amir Ali of the area.Mauna Highway Police Sub-Inspector (SI) Hadiul Islam said a microbus rammed into the stranded vehicle of Rab-4 members on the Dhaka-Mymensingh highway when the vehicle was being repaired, leaving repairman Liton dead on the spot and four Rab members injured.The injured were rushed to a local hospital where the on-duty doctor declared Khairul dead.The bodies of the deceased were sent to Shaheed Tajuddin Ahmad Medical College Hospital morgue.Filing of a case is underway in this connection.ALM ","Gazipur, Bangladesh","গাজীপুর, গাজীপুর জেলা, ঢাকা বিভাগ, 1701, বাংলাদেশ",23.9980797,90.4229848
https://www.observerbd.com/news.php?id=312266,2021,10-May,3 killed in Chattogram road accident,"3 killed in Chattogram road accidentAt least three people, including two women, were killed after a truck hit an auto rickshaw head-on in Banshkhali upazila of Chattogram on Monday, reports UNB.Two other people were injured in the accident which occurred near Boilgaon area around noon.Police are yet to identify the victims.Banshkhali Police Station’s Duty Officer Assistant Sub-Inspector Jahangir Alam said three people died on the spot after the collision.The injured were hospitalised after rescue, he said.ALM ","Chattogram, Bangladesh","চট্টগ্রাম, চট্টগ্রাম জেলা, চট্টগ্রাম বিভাগ, 4000, বাংলাদেশ",22.3364709,91.8260479
https://www.observerbd.com/news.php?id=312115,2021,09-May,Motorcyclist killed in Sirajganj road accident,"Motorcyclist killed in Sirajganj road accidentA motorcyclist was killed as a private car hit his vehicle at Kamarkhanda upazila in Sirajganj district early Sunday.Deceased Sadiqul Haq, 29, was the son of Niamul Haq, a resident of Gosairhat upazila in Shariatpur district.Bangabandhu Bridge West sub-inspector (SI) Shahin Choudhury said the accident took place in Jhaoil overbridge area at early hours when the private car was trying to overtake another vehicle, leaving three injured including Sadiqul.The injured were taken to Sirajganj 250 Bed Bongamata Sheikh Fazilatunnesa Mujib General Hospital where Sadiqul succumbed to his injuries.AB/ALM ","Sirajganj, Bangladesh","সিরাজগঞ্জ, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, 6700, বাংলাদেশ",24.4566253,89.7081281
https://www.observerbd.com/news.php?id=312095,2021,09-May,Siblings killed in Sirajganj road accident,"Siblings killed in Sirajganj road accidentTwo brothers have been killed as a human hauler carrying them turned turtle on the road at Kalikapur village under Solonga Police Station of Sirajganj district.The deceased were identified as Osman Ali, 55, and Nur Islam, 38. Both of them were cattle traders. Confirming the death news on Saturday night, the police station OC Andul Quader Jilani said the siblings met the tragic end of their lives while returning home with cows in the evening. AB/TF ","Kalikapur, Bangladesh","Kalikapur, কুমিল্লা জেলা, চট্টগ্রাম বিভাগ, বাংলাদেশ",23.3090103,91.2736732
https://www.observerbd.com/news.php?id=311623,2021,06-May,Youth killed in Noakhali road accident,"Youth killed in Noakhali road accident A young man was killed in a road accident at Sadar upazila in Noakhali district early Thursday. Deceased Niajur Rahman Rabbi, 30, was the son of Abdul Motaleb, a resident of Ashwadia union under the upazila. Sudharam Model Police Station OC Md Sahed Uddin said a motorcycle, on which Rabbi was riding, turned turtle after hitting a dog at Sonapur Zero Point area at about 1:00am, leaving him critically injured. He was rescued and taken to Noakhali Sadar General Hospital where the on-duty doctor declared him dead. MR/MUS   ","Noakhali, Bangladesh","নোয়াখালী জেলা, চট্টগ্রাম বিভাগ, বাংলাদেশ",22.5313205,91.1775744276286
https://www.observerbd.com/news.php?id=311332,2021,04-May,Youth killed in Sirajganj road accident,"Youth killed in Sirajganj road accident A young man was killed in a road accident at Shahzadpur upazila in Sirajganj district on Monday night. Deceased Pias, 21, was the son of Ajmat Ullah, a resident of Shaktipur Pashchim Para Mahalla area under Shahzadpur municipality. Hatikumrul Highway Police Station officer in-charge Md Shahjahan Ali said a three wheeler, locally known as Leguna, hit him when he was paying rent to a CNG-run auto-rickshaw in Parkol area on the Bogura-Nagarbari highway, leaving him critically injured. He was admitted to Shahzadpur Upazila Health Complex. Later, he was referred to Shaheed Ziaur Rahman Medical College Hospital (SZMCH) following his deteriorated condition. But, he died on the way to the SZMCH. AB/MUS   ","Shahzadpur, Bangladesh","Shahzadpur Travels শাহজাদপুর ট্রাভেলস, ঢাকা - আরিচা মহাসড়ক, সাভার, সাভার উপজেলা, ঢাকা জেলা, ঢাকা বিভাগ, 1340, বাংলাদেশ",23.8467512,90.256778
